date,MKT(3F),SMB(3F),HML(3F),MKT(5F),SMB(5F),HML(5F),RMW(5F),CMA(5F)
1970-05,-6.92,-4.59,3.33,-6.92,-4.48,3.33,-1.21,3.9
1970-06,-5.79,-2.13,0.6,-5.79,-2.2,0.6,0.13,2.96
1970-07,6.93,-0.5,0.9,6.93,-0.62,0.9,-0.26,1.84
1970-08,4.49,1.52,1.15,4.49,1.52,1.15,0.56,-0.21
1970-09,4.18,8.59,-5.47,4.18,8.51,-5.47,0.3,-5.83
1970-10,-2.28,-4.21,0.22,-2.28,-4.43,0.22,1.71,2.34
1970-11,4.6,-3.94,1.69,4.6,-3.86,1.69,1.57,1.47
1970-12,5.72,2.92,1.0,5.72,2.94,1.0,0.27,0.3
1971-01,4.84,7.36,1.33,4.84,7.54,1.33,-1.99,0.07
1971-02,1.41,1.86,-1.23,1.41,2.04,-1.23,0.62,-0.7
1971-03,4.13,2.62,-3.95,4.13,2.26,-3.95,1.82,-2.71
1971-04,3.15,-0.49,0.69,3.15,-0.36,0.69,-1.47,0.87
1971-05,-3.98,-1.04,-1.44,-3.98,-1.11,-1.44,1.4,0.25
1971-06,-0.1,-1.47,-1.87,-0.1,-1.48,-1.87,1.53,-1.64
1971-07,-4.5,-1.48,0.02,-4.5,-1.39,0.02,0.64,1.46
1971-08,3.79,-0.17,2.63,3.79,-0.16,2.63,-0.43,2.64
1971-09,-0.85,0.51,-2.91,-0.85,0.28,-2.91,2.56,-1.58
1971-10,-4.42,-1.76,-0.48,-4.42,-1.6,-0.48,1.62,-1.35
1971-11,-0.46,-2.77,-1.68,-0.46,-2.86,-1.68,2.44,-0.34
1971-12,8.71,3.29,-0.4,8.71,3.27,-0.4,-0.4,-1.75
1972-01,2.49,5.85,2.24,2.49,6.1,2.24,-1.69,0.55
1972-02,2.87,1.3,-2.79,2.87,0.87,-2.79,1.61,-0.52
1972-03,0.63,-0.24,-1.61,0.63,-0.43,-1.61,1.63,-0.18
1972-04,0.29,0.11,0.12,0.29,0.23,0.12,-0.42,-1.03
1972-05,1.25,-2.69,-2.7,1.25,-3.1,-2.7,2.34,-1.95
1972-06,-2.43,0.27,-2.48,-2.43,-0.43,-2.48,1.88,-0.36
1972-07,-0.8,-2.87,0.66,-0.8,-2.77,0.66,1.14,-0.66
1972-08,3.26,-4.03,4.54,3.26,-3.48,4.54,-1.96,2.85
1972-09,-1.14,-2.65,0.46,-1.14,-2.23,0.46,1.68,-1.97
1972-10,0.52,-2.73,1.34,0.52,-2.54,1.34,-0.15,0.02
1972-11,4.6,-1.2,4.85,4.6,-0.62,4.85,-1.95,3.37
1972-12,0.62,-1.95,-2.19,0.62,-1.89,-2.19,2.6,-2.16
1973-01,-3.29,-3.49,2.68,-3.29,-2.81,2.68,0.42,0.9
1973-02,-4.85,-3.87,1.6,-4.85,-3.91,1.6,-0.26,0.02
1973-03,-1.3,-2.82,2.62,-1.3,-2.33,2.62,-1.07,0.62
1973-04,-5.68,-3.85,5.41,-5.68,-2.9,5.41,-1.58,2.6
1973-05,-2.94,-6.3,0.41,-2.94,-6.17,0.41,1.95,-1.57
1973-06,-1.57,-2.86,1.2,-1.57,-2.48,1.2,-0.21,0.11
1973-07,5.05,7.97,-5.31,5.05,7.26,-5.31,-0.05,-3.28
1973-08,-3.82,-2.13,1.24,-3.82,-1.84,1.24,-1.31,1.3
1973-09,4.75,3.04,2.01,4.75,3.6,2.01,-2.33,1.77
1973-10,-0.83,-0.45,1.94,-0.83,-0.38,1.94,-1.9,2.71
1973-11,-12.75,-7.67,3.87,-12.75,-7.28,3.87,-2.63,1.73
1973-12,0.61,-5.35,3.85,0.61,-4.69,3.85,-2.78,2.48
1974-01,-0.17,9.68,6.02,-0.17,10.41,6.02,-3.07,4.42
1974-02,-0.47,-0.18,2.81,-0.47,0.06,2.81,-1.87,2.63
1974-03,-2.81,2.6,-0.32,-2.81,2.65,-0.32,2.8,0.44
1974-04,-5.29,-0.74,0.85,-5.29,-0.7,0.85,2.87,2.09
1974-05,-4.68,-2.96,-2.02,-4.68,-3.07,-2.02,4.95,-0.42
1974-06,-2.83,-0.17,0.77,-2.83,0.0,0.77,0.57,2.94
1974-07,-8.05,0.84,5.16,-8.05,1.92,5.16,-3.25,4.6
1974-08,-9.35,-0.73,2.64,-9.35,0.26,2.64,-0.28,2.59
1974-09,-11.77,0.27,5.58,-11.77,1.48,5.58,-4.44,5.91
1974-10,16.1,-3.46,-9.87,16.1,-6.82,-9.87,-0.21,-2.86
1974-11,-4.51,-1.21,-0.2,-4.51,-1.48,-0.2,-3.37,2.92
1974-12,-3.45,-4.83,0.11,-3.45,-4.35,0.11,-0.68,3.25
1975-01,13.66,11.14,8.28,13.66,12.91,8.28,-0.78,-0.9
1975-02,5.56,0.16,-4.44,5.56,-0.65,-4.44,1.16,-2.1
1975-03,2.66,3.78,2.38,2.66,4.0,2.38,1.26,-1.33
1975-04,4.23,-0.65,-1.14,4.23,-0.71,-1.14,1.41,-1.34
1975-05,5.19,3.83,-4.1,5.19,2.89,-4.1,-0.98,-0.6
1975-06,4.83,0.87,1.38,4.83,1.43,1.38,-2.66,1.06
1975-07,-6.59,2.7,1.69,-6.59,3.44,1.69,0.46,1.22
1975-08,-2.85,-3.25,-0.95,-2.85,-2.84,-0.95,1.11,-0.93
1975-09,-4.26,-0.1,0.39,-4.26,0.05,0.39,0.53,0.55
1975-10,5.31,-4.03,0.28,5.31,-4.23,0.28,-0.49,2.26
1975-11,2.64,-1.2,2.03,2.64,-1.09,2.03,-0.68,1.75
1975-12,-1.6,-0.78,1.69,-1.6,-0.05,1.69,-0.09,0.57
1976-01,12.16,4.81,8.63,12.16,6.34,8.63,-1.79,2.28
1976-02,0.32,7.06,5.87,0.32,7.99,5.87,-2.64,3.87
1976-03,2.32,-1.16,-0.12,2.32,-1.38,-0.12,-0.33,0.96
1976-04,-1.49,-0.11,-0.16,-1.49,0.08,-0.16,0.4,-1.1
1976-05,-1.34,-1.23,-1.36,-1.34,-1.1,-1.36,2.46,-1.41
1976-06,4.05,-1.32,0.71,4.05,-1.07,0.71,-0.68,1.02
1976-07,-1.07,0.29,1.73,-1.07,0.63,1.73,-1.05,0.28
1976-08,-0.56,-2.0,0.81,-0.56,-1.98,0.81,-0.42,-0.55
1976-09,2.07,-0.02,-0.29,2.07,0.1,-0.29,0.98,-1.15
1976-10,-2.42,0.22,-0.18,-2.42,0.13,-0.18,-0.19,-0.37
1976-11,0.36,2.32,1.51,0.36,2.66,1.51,-1.41,0.09
1976-12,5.65,3.03,2.27,5.65,3.64,2.27,-0.61,2.28
1977-01,-4.05,4.76,4.27,-4.05,5.9,4.27,-0.51,1.97
1977-02,-1.94,1.04,0.47,-1.94,1.07,0.47,-0.16,-0.22
1977-03,-1.37,1.0,1.09,-1.37,1.31,1.09,-0.3,-0.06
1977-04,0.15,-0.12,3.38,0.15,0.61,3.38,-2.01,1.14
1977-05,-1.45,1.18,0.85,-1.45,1.31,0.85,0.33,0.19
1977-06,4.71,2.09,-0.74,4.71,2.08,-0.74,0.91,-1.2
1977-07,-1.69,2.16,-0.56,-1.69,1.88,-0.56,0.73,0.09
1977-08,-1.75,1.48,-2.7,-1.75,0.86,-2.7,0.98,-0.66
1977-09,-0.27,1.34,-0.52,-0.27,1.43,-0.52,1.43,-0.84
1977-10,-4.38,1.25,1.75,-4.38,1.48,1.75,-0.2,-0.3
1977-11,4.0,3.73,0.26,4.0,3.64,0.26,-0.13,0.73
1977-12,0.27,1.32,-0.29,0.27,1.59,-0.29,0.92,-0.69
1978-01,-6.01,2.24,3.36,-6.01,2.72,3.36,-1.72,1.52
1978-02,-1.38,3.59,0.83,-1.38,3.7,0.83,0.3,1.01
1978-03,2.85,3.49,1.18,2.85,3.71,1.18,-0.59,1.89
1978-04,7.88,0.45,-3.54,7.88,-0.26,-3.54,2.81,-1.26
1978-05,1.76,4.56,-0.52,1.76,4.58,-0.52,0.22,0.41
1978-06,-1.69,1.66,0.57,-1.69,1.56,0.57,-1.4,-0.07
1978-07,5.11,0.23,-1.15,5.11,0.12,-1.15,1.55,-0.78
1978-08,3.75,5.06,-0.51,3.75,4.95,-0.51,1.43,0.46
1978-09,-1.43,-0.43,1.89,-1.43,-0.32,1.89,-0.67,1.78
1978-10,-11.91,-9.86,1.38,-11.91,-10.02,1.38,0.12,0.94
1978-11,2.71,2.97,-2.15,2.71,2.81,-2.15,1.13,-1.17
1978-12,0.88,1.29,-2.13,0.88,1.13,-2.13,2.01,-1.32
1979-01,4.23,3.62,2.19,4.23,3.78,2.19,-2.47,1.52
1979-02,-3.56,0.45,1.17,-3.56,0.54,1.17,-1.12,0.94
1979-03,5.68,3.26,-0.71,5.68,3.24,-0.71,0.53,0.32
1979-04,-0.06,2.15,1.12,-0.06,2.37,1.12,1.08,0.17
1979-05,-2.21,0.21,1.31,-2.21,0.18,1.31,-1.54,-0.27
1979-06,3.85,1.17,1.44,3.85,1.0,1.44,-1.66,-0.52
1979-07,0.82,1.28,1.86,0.82,1.27,1.86,-0.29,0.71
1979-08,5.53,2.05,-1.58,5.53,1.92,-1.58,1.62,-1.48
1979-09,-0.82,-0.27,-0.9,-0.82,-0.32,-0.9,1.01,0.32
1979-10,-8.1,-3.37,-1.84,-8.1,-3.5,-1.84,1.01,0.07
1979-11,5.21,2.87,-3.29,5.21,2.53,-3.29,0.06,-2.12
1979-12,1.79,4.17,-2.1,1.79,4.32,-2.1,-0.7,-0.92
1980-01,5.51,1.62,1.75,5.51,1.83,1.75,-1.7,1.64
1980-02,-1.22,-1.85,0.61,-1.22,-1.57,0.61,0.04,2.68
1980-03,-12.9,-6.64,-1.01,-12.9,-6.93,-1.01,1.46,-1.19
1980-04,3.97,1.05,1.06,3.97,1.05,1.06,-2.1,0.29
1980-05,5.26,2.13,0.38,5.26,2.11,0.38,0.34,-0.31
1980-06,3.06,1.66,-0.76,3.06,1.41,-0.76,-0.15,-1.26
1980-07,6.49,4.14,-6.41,6.49,3.82,-6.41,4.06,-2.43
1980-08,1.8,3.92,-2.6,1.8,4.25,-2.6,2.06,-0.86
1980-09,2.19,0.98,-4.59,2.19,0.67,-4.59,1.91,-2.76
1980-10,1.06,2.47,-2.76,1.06,2.33,-2.76,1.65,-1.15
1980-11,9.59,-3.36,-8.33,9.59,-3.31,-8.33,4.5,-5.66
1980-12,-4.52,-0.26,2.79,-4.52,-0.29,2.79,-1.29,1.24
1981-01,-5.04,2.92,6.72,-5.04,3.29,6.72,-3.51,4.33
1981-02,0.57,-0.34,1.02,0.57,-0.5,1.02,0.21,2.22
1981-03,3.56,3.54,0.64,3.56,3.02,0.64,-2.24,-0.54
1981-04,-2.11,4.4,2.28,-2.11,4.59,2.28,0.83,1.24
1981-05,0.11,2.0,-0.42,0.11,2.45,-0.42,0.3,-1.53
1981-06,-2.36,-0.83,5.13,-2.36,-0.96,5.13,-1.37,2.66
1981-07,-1.54,-2.19,-0.5,-1.54,-2.05,-0.5,1.26,-2.54
1981-08,-7.04,-1.95,4.76,-7.04,-1.81,4.76,-0.32,1.41
1981-09,-7.17,-2.65,5.17,-7.17,-2.45,5.17,0.08,2.63
1981-10,4.92,2.23,-4.21,4.92,2.37,-4.21,3.15,-3.01
1981-11,3.36,-1.03,1.83,3.36,-1.51,1.83,0.08,0.95
1981-12,-3.65,1.2,0.81,-3.65,1.2,0.81,0.22,2.5
1982-01,-3.24,-1.28,3.19,-3.24,-1.14,3.19,-1.49,1.92
1982-02,-5.86,0.44,6.05,-5.86,0.35,6.05,-3.48,4.56
1982-03,-1.87,-0.21,3.81,-1.87,-0.05,3.81,-1.38,2.49
1982-04,3.27,1.47,-2.7,3.27,1.09,-2.7,1.57,-0.01
1982-05,-3.99,0.52,1.75,-3.99,0.64,1.75,0.87,-0.3
1982-06,-3.09,-0.4,1.53,-3.09,-0.52,1.53,0.01,2.72
1982-07,-3.19,0.83,0.09,-3.19,0.95,0.09,1.04,1.55
1982-08,11.14,-4.14,0.95,11.14,-4.35,0.95,-1.89,0.09
1982-09,1.29,2.95,0.28,1.29,2.61,0.28,2.14,-0.04
1982-10,11.3,2.34,-3.66,11.3,1.92,-3.66,0.29,-0.34
1982-11,4.67,4.67,-1.87,4.67,4.43,-1.87,-0.97,0.27
1982-12,0.55,-0.22,-0.02,0.55,-0.04,-0.02,-0.01,1.02
1983-01,3.6,2.73,-0.75,3.6,3.35,-0.75,-1.55,-0.58
1983-02,2.59,3.27,0.7,2.59,2.92,0.7,-0.52,1.05
1983-03,2.82,1.73,2.02,2.82,1.37,2.02,-0.17,2.74
1983-04,6.67,0.5,0.49,6.67,0.48,0.49,-0.11,1.42
1983-05,0.52,6.24,-1.4,0.52,6.3,-1.4,-1.84,-1.51
1983-06,3.07,0.95,-3.9,3.07,1.18,-3.9,2.6,-0.87
1983-07,-4.07,1.5,5.62,-4.07,1.01,5.62,-0.14,2.81
1983-08,-0.5,-4.28,5.54,-0.5,-4.32,5.54,0.51,1.9
1983-09,0.91,0.61,1.01,0.91,0.3,1.01,1.24,0.5
1983-10,-3.44,-3.57,4.97,-3.44,-3.77,4.97,-0.77,2.96
1983-11,2.16,2.01,-0.72,2.16,1.87,-0.72,-0.67,0.66
1983-12,-1.78,-0.27,1.73,-1.78,-0.45,1.73,1.64,1.27
1984-01,-1.92,-0.38,7.58,-1.92,-0.04,7.58,-0.89,2.92
1984-02,-4.82,-1.69,3.33,-4.82,-1.59,3.33,0.9,1.58
1984-03,0.63,0.07,0.46,0.63,-0.29,0.46,-0.96,1.17
1984-04,-0.51,-1.16,1.2,-0.51,-0.95,1.2,3.34,0.76
1984-05,-5.97,0.06,0.31,-5.97,0.13,0.31,2.36,-0.46
1984-06,1.82,-0.3,-2.66,1.82,0.11,-2.66,3.17,-1.56
1984-07,-2.74,-2.21,0.36,-2.74,-2.22,0.36,3.55,-2.15
1984-08,10.28,-0.24,-1.82,10.28,-0.26,-1.82,-0.68,-0.92
1984-09,-0.8,0.17,5.28,-0.8,-0.03,5.28,1.37,2.41
1984-10,-0.84,-1.23,0.45,-0.84,-1.44,0.45,1.18,-1.09
1984-11,-1.76,-0.65,4.06,-1.76,-1.02,4.06,0.72,2.06
1984-12,1.84,-0.56,-0.26,1.84,-0.65,-0.26,1.31,-1.36
1985-01,7.99,3.31,-5.35,7.99,3.51,-5.35,-0.89,-3.41
1985-02,1.22,0.79,-0.1,1.22,1.04,-0.1,1.29,1.06
1985-03,-0.84,-1.08,4.07,-0.84,-1.39,4.07,1.23,2.88
1985-04,-0.96,0.14,3.72,-0.96,-0.1,3.72,1.55,0.71
1985-05,5.09,-2.22,-0.96,5.09,-2.31,-0.96,1.33,-1.49
1985-06,1.27,0.52,0.38,1.27,0.35,0.38,1.76,-0.77
1985-07,-0.74,2.84,-1.62,-0.74,2.87,-1.62,-0.42,-0.38
1985-08,-1.02,-0.3,2.32,-1.02,-0.29,2.32,-0.1,1.83
1985-09,-4.54,-1.59,1.29,-4.54,-1.8,1.29,1.14,1.64
1985-10,4.02,-1.51,0.75,4.02,-1.5,0.75,0.89,-1.06
1985-11,6.48,0.25,-2.85,6.48,0.02,-2.85,0.33,-2.32
1985-12,3.88,-0.51,-1.54,3.88,-0.41,-1.54,0.99,-1.8
1986-01,0.65,1.21,0.44,0.65,1.01,0.44,-2.0,-2.03
1986-02,7.13,-0.54,-0.72,7.13,-0.71,-0.72,1.06,-1.2
1986-03,4.88,-0.59,-0.39,4.88,-0.66,-0.39,1.21,0.92
1986-04,-1.31,2.78,-2.87,-1.31,2.84,-2.87,2.91,0.03
1986-05,4.62,-1.35,-0.21,4.62,-1.29,-0.21,2.13,1.08
1986-06,1.03,-0.96,1.28,1.03,-0.89,1.28,1.8,0.87
1986-07,-6.45,-3.36,4.7,-6.45,-3.46,4.7,-0.54,0.84
1986-08,6.07,-4.17,3.51,6.07,-4.35,3.51,-1.66,3.21
1986-09,-8.6,2.36,3.22,-8.6,2.05,3.22,-0.08,3.71
1986-10,4.66,-2.5,-1.42,4.66,-2.33,-1.42,-0.05,1.0
1986-11,1.17,-1.91,-0.07,1.17,-1.88,-0.07,1.09,0.67
1986-12,-3.27,0.13,0.36,-3.27,0.12,0.36,0.79,0.09
1987-01,12.47,-1.81,-3.16,12.47,-1.54,-3.16,0.17,-1.0
1987-02,4.39,3.49,-5.91,4.39,3.4,-5.91,-0.76,-2.66
1987-03,1.64,0.45,1.61,1.64,0.28,1.61,1.36,4.14
1987-04,-2.11,-1.69,-0.39,-2.11,-1.54,-0.39,-0.49,1.05
1987-05,0.11,-0.5,0.23,0.11,-0.56,0.23,0.51,1.14
1987-06,3.94,-2.12,1.04,3.94,-2.21,1.04,1.7,0.84
1987-07,3.85,-0.69,0.68,3.85,-1.14,0.68,-0.61,1.61
1987-08,3.52,-0.77,-0.93,3.52,-0.94,-0.93,2.04,-1.61
1987-09,-2.59,0.54,0.27,-2.59,0.38,0.27,-0.97,1.87
1987-10,-23.24,-8.43,4.24,-23.24,-8.07,4.24,2.04,2.34
1987-11,-7.77,2.72,2.95,-7.77,2.85,2.95,-1.88,0.68
1987-12,6.81,0.13,-4.43,6.81,0.06,-4.43,2.96,-2.42
1988-01,4.21,-0.72,5.01,4.21,-0.51,5.01,-1.14,2.13
1988-02,4.75,3.34,-1.71,4.75,3.32,-1.71,1.56,-0.01
1988-03,-2.27,6.15,0.73,-2.27,6.25,0.73,-0.25,1.8
1988-04,0.56,1.0,1.67,0.56,1.16,1.67,-0.2,1.92
1988-05,-0.29,-2.6,2.42,-0.29,-2.56,2.42,-0.74,0.33
1988-06,4.79,2.11,-1.24,4.79,2.16,-1.24,1.47,-3.37
1988-07,-1.25,-0.25,2.22,-1.25,-0.21,2.22,-0.58,1.52
1988-08,-3.31,0.04,2.15,-3.31,-0.03,2.15,-0.82,1.76
1988-09,3.3,-1.31,-0.75,3.3,-1.36,-0.75,1.76,-0.61
1988-10,1.15,-2.93,2.05,1.15,-2.95,2.05,1.3,1.03
1988-11,-2.29,-1.72,1.41,-2.29,-1.65,1.41,-0.28,1.62
1988-12,1.49,1.95,-1.69,1.49,2.01,-1.69,0.69,-0.38
1989-01,6.1,-2.23,0.6,6.1,-2.31,0.6,-0.95,0.14
1989-02,-2.25,2.82,1.01,-2.25,2.71,1.01,-0.87,1.81
1989-03,1.57,0.67,0.58,1.57,0.68,0.58,0.05,0.72
1989-04,4.33,-0.68,-1.42,4.33,-0.78,-1.42,0.71,-0.57
1989-05,3.35,-0.05,-0.88,3.35,-0.01,-0.88,0.49,-0.08
1989-06,-1.35,-1.02,2.25,-1.35,-1.09,2.25,0.27,1.56
1989-07,7.2,-4.14,-2.79,7.2,-4.15,-2.79,1.98,-0.58
1989-08,1.44,0.56,0.6,1.44,0.48,0.6,0.39,-0.58
1989-09,-0.76,0.32,-1.27,-0.76,0.49,-1.27,1.4,0.5
1989-10,-3.67,-3.23,-1.11,-3.67,-3.3,-1.11,0.11,-0.04
1989-11,1.03,-1.24,-1.09,1.03,-1.29,-1.09,-0.86,1.41
1989-12,1.16,-2.36,0.16,1.16,-2.27,0.16,-0.07,1.42
1990-01,-7.85,-1.24,0.85,-7.85,-1.31,0.85,-1.17,1.35
1990-02,1.11,0.99,0.64,1.11,1.17,0.64,-0.03,-0.66
1990-03,1.83,1.5,-2.92,1.83,1.62,-2.92,2.04,-1.02
1990-04,-3.36,-0.46,-2.59,-3.36,-0.33,-2.59,1.78,-0.98
1990-05,8.42,-2.53,-3.83,8.42,-2.35,-3.83,1.57,-1.68
1990-06,-1.09,1.4,-1.93,-1.09,1.35,-1.93,-1.03,-0.39
1990-07,-1.9,-3.12,-0.03,-1.9,-3.16,-0.03,-0.18,3.21
1990-08,-10.15,-3.57,1.64,-10.15,-3.87,1.64,-0.35,2.96
1990-09,-6.12,-3.65,0.64,-6.12,-3.74,0.64,0.06,3.67
1990-10,-1.92,-5.57,0.1,-1.92,-5.12,0.1,2.97,-0.3
1990-11,6.35,0.43,-3.1,6.35,0.07,-3.1,0.65,-4.74
1990-12,2.46,0.81,-1.7,2.46,0.67,-1.7,2.73,-1.89
1991-01,4.69,3.81,-1.6,4.69,3.91,-1.6,1.28,-3.99
1991-02,7.19,3.95,-0.58,7.19,3.94,-0.58,-0.2,-0.33
1991-03,2.65,3.93,-1.39,2.65,3.83,-1.39,-0.53,-1.06
1991-04,-0.28,0.48,1.5,-0.28,0.31,1.5,0.62,0.74
1991-05,3.65,-0.4,-0.52,3.65,0.14,-0.52,2.0,-2.43
1991-06,-4.94,0.13,1.15,-4.94,0.24,1.15,1.79,0.65
1991-07,4.24,-0.92,-1.32,4.24,-0.96,-1.32,1.6,-1.36
1991-08,2.32,1.58,-0.78,2.32,1.4,-0.78,0.84,-0.34
1991-09,-1.59,1.64,-1.08,-1.59,1.56,-1.08,-1.82,0.08
1991-10,1.29,0.81,-0.47,1.29,0.91,-0.47,-1.7,-0.23
1991-11,-4.19,-0.5,-1.89,-4.19,-0.83,-1.89,1.11,0.01
1991-12,10.84,-2.24,-4.17,10.84,-2.4,-4.17,3.55,-3.12
1992-01,-0.59,8.46,4.71,-0.59,9.18,4.71,-1.32,3.2
1992-02,1.09,0.87,6.47,1.09,1.33,6.47,0.08,2.19
1992-03,-2.66,-1.04,3.56,-2.66,-0.93,3.56,-0.01,1.95
1992-04,1.07,-6.06,4.34,1.07,-5.7,4.34,1.69,2.23
1992-05,0.3,0.41,1.19,0.3,0.21,1.19,-0.95,0.48
1992-06,-2.34,-3.07,3.24,-2.34,-2.73,3.24,-0.05,1.01
1992-07,3.77,-0.47,-0.56,3.77,-0.62,-0.56,1.3,-0.91
1992-08,-2.38,-0.13,-1.1,-2.38,-0.42,-1.1,3.72,-1.65
1992-09,1.19,0.54,-0.26,1.19,0.48,-0.26,1.64,-0.59
1992-10,1.02,2.09,-1.98,1.02,2.07,-1.98,1.24,-0.79
1992-11,4.13,3.76,-1.35,4.13,3.94,-1.35,-0.68,-1.59
1992-12,1.53,1.69,2.62,1.53,1.68,2.62,-0.48,0.84
1993-01,0.93,1.89,5.94,0.93,1.93,5.94,-1.84,2.91
1993-02,0.12,-3.48,6.42,0.12,-3.45,6.42,-0.42,4.13
1993-03,2.3,0.24,1.18,2.3,0.09,1.18,-0.15,0.9
1993-04,-3.05,-0.67,2.49,-3.05,-0.85,2.49,-3.61,1.38
1993-05,2.89,2.04,-3.42,2.89,1.9,-3.42,-0.12,-1.04
1993-06,0.31,-0.29,2.75,0.31,0.13,2.75,-0.92,1.21
1993-07,-0.34,0.96,2.85,-0.34,0.95,2.85,-1.87,2.06
1993-08,3.71,0.13,0.13,3.71,0.1,0.13,-1.54,-0.04
1993-09,-0.12,3.04,-0.31,-0.12,2.98,-0.31,0.24,-0.16
1993-10,1.41,2.03,-2.76,1.41,1.89,-2.76,0.57,0.6
1993-11,-1.89,-1.25,-0.74,-1.89,-1.27,-0.74,2.23,-0.94
1993-12,1.65,1.23,0.32,1.65,1.4,0.32,1.16,-0.34
1994-01,2.87,0.34,1.15,2.87,-0.06,1.15,-1.66,1.43
1994-02,-2.55,2.8,-1.54,-2.55,2.67,-1.54,2.14,-1.0
1994-03,-4.78,-1.08,1.6,-4.78,-1.04,1.6,0.69,1.28
1994-04,0.68,-0.93,1.66,0.68,-1.01,1.66,1.07,1.11
1994-05,0.58,-2.15,0.67,0.58,-2.56,0.67,0.6,0.68
1994-06,-3.03,-0.41,1.67,-3.03,-0.5,1.67,1.21,1.47
1994-07,2.82,-1.81,0.58,2.82,-1.85,0.58,-0.65,0.14
1994-08,4.01,1.45,-2.51,4.01,1.37,-2.51,0.95,-1.47
1994-09,-2.31,3.14,-1.89,-2.31,2.8,-1.89,0.52,0.93
1994-10,1.34,-2.24,-1.62,1.34,-2.3,-1.62,0.23,-0.68
1994-11,-4.04,0.25,-0.7,-4.04,0.07,-0.7,0.42,-0.5
1994-12,0.86,0.22,-0.13,0.86,0.0,-0.13,0.37,0.38
1995-01,1.8,-3.5,2.57,1.8,-3.06,2.57,0.17,-0.75
1995-02,3.63,-0.66,1.08,3.63,-0.54,1.08,0.59,-0.33
1995-03,2.19,-0.16,-2.15,2.19,-0.51,-2.15,-0.17,0.22
1995-04,2.11,-0.49,1.71,2.11,-0.22,1.71,0.41,0.9
1995-05,2.9,-2.55,2.29,2.9,-2.19,2.29,0.39,0.04
1995-06,2.72,3.18,-2.54,2.72,3.06,-2.54,-0.33,-2.44
1995-07,3.72,2.07,-1.62,3.72,2.09,-1.62,0.3,-1.65
1995-08,0.55,1.35,2.79,0.55,1.75,2.79,-1.24,1.62
1995-09,3.35,-2.2,-0.04,3.35,-1.88,-0.04,1.03,0.36
1995-10,-1.52,-3.78,-0.5,-1.52,-4.04,-0.5,1.91,-0.05
1995-11,3.96,-1.09,0.51,3.96,-1.07,0.51,-0.62,1.12
1995-12,1.03,0.7,0.22,1.03,0.72,0.22,-1.37,3.1
1996-01,2.26,-2.73,0.38,2.26,-2.56,0.38,0.18,2.31
1996-02,1.33,1.79,-1.08,1.33,1.77,-1.08,0.24,-1.9
1996-03,0.73,1.49,0.35,0.73,1.61,0.35,1.42,-0.95
1996-04,2.06,5.23,-4.02,2.06,4.71,-4.02,-0.14,-2.11
1996-05,2.36,3.17,-0.83,2.36,3.21,-0.83,0.12,-0.3
1996-06,-1.14,-4.01,2.35,-1.14,-3.65,2.35,3.51,1.22
1996-07,-5.97,-4.31,5.14,-5.97,-3.81,5.14,2.95,2.6
1996-08,2.77,2.44,-0.74,2.77,2.57,-0.74,-0.37,-2.42
1996-09,5.01,-0.98,-2.72,5.01,-1.39,-2.72,1.27,-2.22
1996-10,0.86,-4.44,4.94,0.86,-3.77,4.94,1.4,3.25
1996-11,6.25,-4.02,1.39,6.25,-3.8,1.39,2.12,-0.79
1996-12,-1.7,3.16,1.31,-1.7,3.25,1.31,0.37,1.49
1997-01,4.99,-1.95,-1.42,4.99,-1.82,-1.42,1.19,-0.02
1997-02,-0.49,-3.22,5.67,-0.49,-2.59,5.67,0.67,3.47
1997-03,-5.03,-0.36,3.39,-5.03,-0.43,3.39,0.5,1.66
1997-04,4.04,-5.77,0.07,4.04,-5.7,0.07,3.26,-0.72
1997-05,6.74,5.19,-4.13,6.74,4.75,-4.13,-1.02,-2.96
1997-06,4.1,1.22,1.58,4.1,1.19,1.58,0.56,0.66
1997-07,7.33,-2.74,0.26,7.33,-2.76,0.26,0.07,-2.58
1997-08,-4.15,7.28,1.18,-4.15,7.61,1.18,-1.11,-0.04
1997-09,5.35,2.53,0.37,5.35,2.49,0.37,-1.63,-0.91
1997-10,-3.8,-0.73,2.27,-3.8,-0.52,2.27,1.0,1.94
1997-11,2.98,-5.12,1.2,2.98,-5.11,1.2,2.81,1.84
1997-12,1.32,-2.48,3.84,1.32,-2.03,3.84,0.74,1.92
1998-01,0.15,-1.07,-1.63,0.15,-1.36,-1.63,0.87,-0.73
1998-02,7.04,0.32,-0.85,7.04,0.2,-0.85,-0.31,-2.54
1998-03,4.76,-1.14,1.39,4.76,-0.65,1.39,-0.26,-0.37
1998-04,0.73,0.07,0.94,0.73,0.0,0.94,-1.69,-0.36
1998-05,-3.07,-3.38,3.44,-3.07,-2.95,3.44,1.1,2.61
1998-06,3.18,-3.21,-1.96,3.18,-3.66,-1.96,-0.26,-2.97
1998-07,-2.46,-4.91,-1.78,-2.46,-5.27,-1.78,1.74,0.45
1998-08,-16.08,-5.69,3.53,-16.08,-5.17,3.53,3.37,5.91
1998-09,6.15,0.09,-3.42,6.15,-0.78,-3.42,-1.88,-2.99
1998-10,7.13,-3.12,-2.23,7.13,-3.43,-2.23,0.93,0.31
1998-11,6.1,1.23,-3.25,6.1,0.75,-3.25,-0.86,-1.18
